2,2,1.0000000000000002
2,3,0.08424314313768157
2,4,-0.30540384624616657
2,5,-0.10419277264023069
2,16,0.600643782932429
2,29,-0.39354710069480425
2,19,0.024085020594712944
2,23,-0.23484718281170638
2,24,0.14352666171125036
2,26,0.19836894744356137
2,31,-0.059324432081293996
2,37,-1.0
2,42,0.24370888818756276
2,44,-0.21391869387563048
2,47,0.0042024832134703
2,49,0.25661893414758896
2,52,-0.25385933307435293
2,6,0.3876231309722014
2,8,-0.28742811297601784
2,9,-0.022004695959997926
2,10,-0.39852440357612495
2,11,0
2,53,0.37430137947086783
2,54,-0.19362604274399045
2,13,0.11472703891604519
2,14,0.19632533961662524
2,20,0.17809172662344316
2,21,0
2,32,0
2,33,-0.054775479106773044
2,34,0
2,35,-0.6519454512261038
2,36,-0.27366371458629124
2,38,-0.5095659212013679
2,39,-0.29851294391509925
2,40,0.3009275885927375
2,41,-0.09284114333771672
2,43,0.6801044666956652
2,51,0.45423450313052965
2,60,0
2,61,0
2,66,0
2,68,0
2,71,0
2,75,0
2,76,0
2,77,0
2,78,0
2,81,0
2,82,0
2,83,0
2,85,0
2,84,0
2,86,-0.580262494381987
2,87,0.02883693689786833
2,88,-0.6724390176191976
2,89,-0.22058730593054993
2,90,-0.10679965570516507
3,3,1.0000000000000002
3,4,-0.7003558780383609
3,5,0.26862952771392806
3,16,-0.004035278850931089
3,29,0.5795406039953857
3,19,1.0
3,23,-1.0
3,24,0.17774365048993873
3,26,0.5819410199919212
3,31,-0.2246888627851561
3,37,0
3,42,-0.16481732433781174
3,44,0
3,47,-0.808178174179314
3,49,0
3,52,-0.6771160536426537
3,6,0
3,8,-0.1160103400199267
3,9,-0.3182944211051488
3,10,0
3,11,0
3,53,-0.6980453812753012
3,54,-0.24401227711320397
3,13,-0.7289399929971531
3,14,0.19771829477692693
3,20,-0.04289561127698727
3,21,0.3856336142210248
3,32,0
3,33,0.36899596138469604
3,34,0.7179969309116273
3,35,0.7999182353355945
3,36,0
3,38,0.0
3,39,0.8848254820853022
3,40,0.0065358111495695875
3,41,0
3,43,0
3,51,0.15923243882462038
3,60,0
3,61,-0.4832038116077941
3,66,0
3,68,0
3,71,0
3,75,0
3,76,-0.5166931171103987
3,77,-0.43309228782380416
3,78,1.0
3,81,0
3,82,0
3,83,0
3,85,0
3,84,-1.0
3,86,-0.09053960592546843
3,87,-0.09530122735893587
3,88,-0.5021355173865034
3,89,0.42830898123536615
3,90,-0.20521484429728795
4,4,1.0
4,5,0.26973589447741114
4,16,0.34287844031508097
4,29,0
4,19,0.10707319971995154
4,23,0.2705805057056041
4,24,-0.1452608700255579
4,26,0.4171351658123824
4,31,-0.4511644247708981
4,37,0.9664169718750879
4,42,0.11523075271155316
4,44,0
4,47,0.2568344841886354
4,49,1.0
4,52,0.06856731714150784
4,6,-0.9999999999999999
4,8,-0.9514239677352426
4,9,0.340093065383578
4,10,-0.09660022599841075
4,11,0
4,53,-0.5743336573557538
4,54,-0.07904137816493896
4,13,-0.5663735822491349
4,14,0.36539264178489334
4,20,-0.19818258266392086
4,21,-0.07960551320415257
4,32,0
4,33,-0.1920242138147752
4,34,0
4,35,0.3786685168623532
4,36,0
4,38,0
4,39,-0.021182284734905216
4,40,0.03778898817259523
4,41,0.13017786374327045
4,43,0.40744163429052743
4,51,-0.4288610626036578
4,60,0
4,61,0
4,66,1.0
4,68,0
4,71,0
4,75,0.854171325041481
4,76,0
4,77,0
4,78,-0.4126285637367652
4,81,0
4,82,0.08759243141136282
4,83,0.07593012684595422
4,85,0
4,84,0.475517034365474
4,86,-0.8523488322524079
4,87,0.24048816288779745
4,88,0.2652722493084106
4,89,-0.006886939948387274
4,90,-0.9411522659675745
5,5,1.0
5,16,0
5,29,0.030961274939013222
5,19,0.26505561973723213
5,23,0.19881985453916398
5,24,0.1416804835275309
5,26,-0.0802265409996718
5,31,-0.2823872412168866
5,37,0.5020999664469691
5,42,0.002704598859493994
5,44,0
5,47,-0.2190991736001518
5,49,0.38359005842906535
5,52,0.09800681079774491
5,6,0
5,8,-0.029500769000549282
5,9,-0.02249727446202787
5,10,-0.4906652704824832
5,11,-0.3421937870118533
5,53,-0.1329057111684036
5,54,0
5,13,0.014098741049329858
5,14,0
5,20,-0.06335956652236199
5,21,0
5,32,0
5,33,-0.158000655097486
5,34,0
5,35,0.3087302162548055
5,36,0
5,38,-0.07856875048517023
5,39,-0.6029414079197756
5,40,-0.06596054368750327
5,41,0.529199846496823
5,43,0.8322807418477686
5,51,-0.05388046099911032
5,60,0
5,61,0
5,66,0
